Fund ID,Fund Long Name,Effective Date,Level,Beginning Market Value,Ending Market Value,Net Cash Flow,1 Month
ASRSA001,TOTAL PLAN,09-30-00,TOTAL - Net Mgr,"24,242,639,466.00","23,321,250,431.00",,-3.41000
ASRSA001,TOTAL PLAN,10-31-00,TOTAL - Net Mgr,"23,321,250,431.00","23,188,180,830.00",,-0.57000
ASRSA001,TOTAL PLAN,11-30-00,TOTAL - Net Mgr,"23,188,180,830.00","22,060,527,051.00",,-4.55000
ASRSA001,TOTAL PLAN,12-31-00,TOTAL - Net Mgr,"22,060,527,051.00","22,446,463,149.00",,2.01000
ASRSA001,TOTAL PLAN,01-31-01,TOTAL - Net Mgr,"22,446,463,149.00","22,996,665,731.00",,2.62000
ASRSA001,TOTAL PLAN,02-28-01,TOTAL - Net Mgr,"22,996,665,731.00","21,628,005,741.00",,-5.66000
ASRSA001,TOTAL PLAN,03-31-01,TOTAL - Net Mgr,"21,628,005,741.00","20,608,306,586.00",,-4.26000
ASRSA001,TOTAL PLAN,04-30-01,TOTAL - Net Mgr,"20,608,306,586.00","21,754,512,795.00",,5.53000
ASRSA001,TOTAL PLAN,05-31-01,TOTAL - Net Mgr,"21,754,512,795.00","21,766,908,493.00",,0.25000
ASRSA001,TOTAL PLAN,06-30-01,TOTAL - Net Mgr,"21,766,908,493.00","21,323,948,759.00",,-1.49000
ASRSA001,TOTAL PLAN,07-31-01,TOTAL - Net Mgr,"21,323,948,759.00","21,223,087,584.00",,-0.49000
ASRSA001,TOTAL PLAN,08-31-01,TOTAL - Net Mgr,"21,223,087,584.00","20,406,043,357.00",,-3.19000
ASRSA001,TOTAL PLAN,09-30-01,TOTAL - Net Mgr,"20,406,043,357.00","19,124,062,100.00",,-6.27000
ASRSA001,TOTAL PLAN,10-31-01,TOTAL - Net Mgr,"19,124,062,100.00","19,520,321,373.00",,2.40000
ASRSA001,TOTAL PLAN,11-30-01,TOTAL - Net Mgr,"19,520,321,373.00","20,281,922,738.00",,4.52000
ASRSA001,TOTAL PLAN,12-31-01,TOTAL - Net Mgr,"20,281,922,738.00","20,470,373,926.00",,0.90000
ASRSA001,TOTAL PLAN,01-31-02,TOTAL - Net Mgr,"20,470,373,926.00","20,325,558,147.00",,-1.38000
ASRSA001,TOTAL PLAN,02-28-02,TOTAL - Net Mgr,"20,325,558,147.00","20,111,309,652.00",,-0.66000
ASRSA001,TOTAL PLAN,03-31-02,TOTAL - Net Mgr,"20,111,309,652.00","20,603,768,951.00",,2.79000
ASRSA001,TOTAL PLAN,04-30-02,TOTAL - Net Mgr,"20,603,768,951.00","20,141,782,497.00",,-2.18000
ASRSA001,TOTAL PLAN,05-31-02,TOTAL - Net Mgr,"20,141,782,497.00","19,994,198,621.00",,-0.09000
ASRSA001,TOTAL PLAN,06-30-02,TOTAL - Net Mgr,"19,994,198,621.00","19,159,511,137.00",,-4.37000
ASRSA001,TOTAL PLAN,07-31-02,TOTAL - Net Mgr,"19,159,511,137.00","17,979,261,650.00",,-5.82000
ASRSA001,TOTAL PLAN,08-31-02,TOTAL - Net Mgr,"17,979,261,650.00","17,983,970,668.00",,0.91000
ASRSA001,TOTAL PLAN,09-30-02,TOTAL - Net Mgr,"17,983,970,668.00","16,718,665,920.00",,-7.09000
ASRSA001,TOTAL PLAN,10-31-02,TOTAL - Net Mgr,"16,718,665,920.00","17,485,224,656.00",,5.00000
ASRSA001,TOTAL PLAN,11-30-02,TOTAL - Net Mgr,"17,485,224,656.00","18,049,398,750.00",,4.14000
ASRSA001,TOTAL PLAN,12-31-02,TOTAL - Net Mgr,"18,049,398,750.00","17,326,054,483.00",,-3.35000
